aircon,ventilation,exhaust,1_x,1_y,1_z,1_angle,2_x,2_y,2_z,2_angle,3_x,3_y,3_z,3_angle,4_x,4_y,4_z,4_angle,5_x,5_y,5_z,5_angle,office_size_x,office_size_y
-0.38627143077924136,0.28878009076384153,0.42574461815912296,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
0.4452851215927365,1.2667496418380275,-1.0160627861948817,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
0.4452851215927365,-0.6891894603103444,0.42574461815912296,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
0.4452851215927365,-0.6891894603103444,-1.0160627861948817,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
0.4452851215927365,0.28878009076384153,0.42574461815912296,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
-1.3841392936256147,0.28878009076384153,-1.0160627861948817,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
-1.3841392936256147,-0.6891894603103444,-1.0160627861948817,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
0.4452851215927365,0.28878009076384153,-1.0160627861948817,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
0.4452851215927365,1.2667496418380275,0.42574461815912296,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
-0.38627143077924136,1.2667496418380275,0.42574461815912296,-1.1535408398848805,-0.3984623390618899,4.440892098500626e-16,-1.1075696655222702,-0.40138711264402793,0.07241340329434934,4.440892098500626e-16,1.2918491290338165,1.0145943455881172,0.27303533891372817,4.440892098500626e-16,1.1221631036283835,0.8608388002456507,-0.7082241306961153,4.440892098500626e-16,-0.33734645947170483,-0.5746252605809852,-0.44235498246811666,4.440892098500626e-16,-0.33734645947170483,1.1402718051929723,-1.7448788574895115
