case_name,aircon,ventilation,exhaust,1_x,1_y,1_z,1_angle,2_x,2_y,2_z,2_angle,3_x,3_y,3_z,3_angle,4_x,4_y,4_z,4_angle,5_x,5_y,5_z,5_angle,office_size_x,office_size_y,RoI,predict values,residuals,legend
office8_360_246_aout,360,246,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,168.82222222222222,168.77041464699997,-0.051807575222255764,Training:office8
office8_960_0,960,0,3,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,175.42222222222222,175.56811383764781,0.14589161542559737,Training:office8
office8_960_246_bout,960,246,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,183.7888888888889,185.82805047846406,2.0391615895751727,Training:office8
office15_360_164_bout,360,164,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,119.26666666666664,121.98817222162506,2.7215055549584264,Training:office15
office15_660_246_aout,660,246,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,153.90476190476193,156.5876091155166,2.6828472107546872,Training:office15
office15_660_82_bout,660,82,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,147.2904761904762,144.29745368293186,-2.993022507544339,Training:office15
office15_660_82_aout,660,82,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,146.8904761904762,151.46075720114857,4.570281010672375,Training:office15
office15_660_164_bout,660,164,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,136.33809523809526,139.05817731152052,2.72008207342526,Training:office15
office15_0_164_aout,0,164,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,144.42857142857142,145.71177588129504,1.2832044527236235,Training:office15
office15_0_82_aout,0,82,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,146.20476190476194,145.8072613401757,-0.39750056458623817,Training:office15
office15_660_164_aout,660,164,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,158.27619047619046,151.43887972744648,-6.837310748743988,Training:office15
office15_660_246_bout,660,246,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,149.65714285714284,149.1449283267293,-0.5122145304135302,Training:office15
office15_360_246_bout,360,246,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,129.1952380952381,127.12951056179844,-2.065727533439656,Training:office15
office15_960_82_aout,960,82,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,147.56666666666666,145.13267589611624,-2.433990770550423,Training:office15
office15_360_82_bout,360,82,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,124.1904761904762,124.16035482198222,-0.030121368493979617,Training:office15
office15_360_82_aout,360,82,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,153.38571428571427,151.64343122124228,-1.7422830644719909,Training:office15
office15_0_0,0,0,3,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,128.07619047619045,128.11392064539677,0.03773016920632699,Training:office15
office15_960_164_bout,960,164,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,155.14285714285717,152.35431146131117,-2.7885456815459975,Training:office15
office15_0_246_aout,0,246,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,170.4190476190476,169.6117112511176,-0.8073363679299916,Training:office15
office15_360_164_aout,360,164,1,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,143.60476190476192,145.10924943010073,1.504487525338817,Training:office15
office15_360_0,360,0,3,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,125.63809523809525,125.40819708046074,-0.2298981576345085,Training:office15
office15_0_82_bout,0,82,2,3.166,3.99,1.255,0.0,3.166,2.54,1.255,0.0,1.266,4.69,1.255,0.0,1.266,3.24,1.255,0.0,1.266,1.79,1.255,0.0,7.0,6.0,134.31428571428577,135.34459993599683,1.030314221711052,Training:office15
